query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
363,0.6611,76.0134,919.3634,843.3500,GOYSXGAZKUHVSU,"(7S,9E,11S,12S,13S,14S,15S,16R,17S,18S,19E,21Z)-2,13,15,17-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(4-phenylphenyl)amino]-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptaene-6,23,27,29-tetrone",O=C1NC=2C(=O)C=3C(O)=C(C=4OC(OC=CC(OC)C(C)C(O)C(C)C(O)C(C)C(O)C(C=CC=C1C)C)(C(=O)C4C3C(=O)C2NC=5C=CC(=CC5)C=6C=CC=CC6)C)C,1330.4870,741,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
364,0.6649,232.0500,866.3920,634.3420,DJYDCIUMNXZSBH,"Pyrrolo[1,2-d][1,4,7,10,13,16]oxapentaazacyclononadecine-1,4,7,10,14,17(11H,16H)-hexone, 16-(2,3-dihydroxypropyl)dodecahydro-5,8,9-trimethyl-6-(1-methylethyl)-3-(1-methylpropyl)-",CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O,1322.8860,743,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Cyclic peptides; Depsipeptides,Oligopeptides,Amino acids and Peptides; Polyketides
365,0.6611,45.9570,897.3770,851.4200,UFHDLEVLWORPKO,"N,N'-((7S,7'S)-(hexane-1,6-diylbis(azanediyl))bis(1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalene-10,7-diyl))diacetamide",O=C1C=C2C(=CC=C1NCCCCCCNC3=CC=C4C5=C(OC)C(OC)=C(OC)C=C5CCC(NC(=O)C)C4=CC3=O)C6=C(OC)C(OC)=C(OC)C=C6CCC2NC(=O)C,1328.6580,744,Organic compounds,Hydrocarbon derivatives,Tropones,,Tropones,Phenethylisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
366,0.8426,37.9944,785.3156,823.3100,MYTOZWCQVXHVIO,"2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1328.3050,746,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
367,0.7131,244.0779,844.4099,600.3320,DFVYLDHDFLHIAA,Shearinine D_130028,CC1(C)OC(C)(C)[C@]([C@H](O)C2=C3C=C4C(C(C[C@@]5([H])[C@@]6(C)[C@]7(C)[C@@](C([C@]8(O9)CC7)=CC([C@H]9C(C)(C)O8)=O)(O)CC5)=C6N4)=C2)([H])C3=C1,1329.5400,747,,,,,,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
368,0.7484,328.1019,449.1931,777.2950,IINDQALFBNRRJE,13_-hydroxyterracinolide G,O[C@]12[C@@]([C@@H](OC(C)=O)[C@@](OC(C)=O)(C)C2)([H])[C@@H](OC3=O)[C@](CC3)(OC(C)=O)[C@H](OC(C(C)C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C/[C@@](C)(O)C1=O,1329.8780,751,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
369,0.5251,12.1281,677.4429,689.5710,FIQFASOVEYUTJS,cholic acid-C19:0,CC12C(CCC2C(CCC(O)=O)C)C3C(O)CC4CC(OC(CCCCCCCCCCCCCCCCCC)=O)CCC4(C)C3CC1O,1349.5230,753,,,,,,Cholestane steroids,Steroids,Terpenoids
370,0.8216,58.9362,814.3378,873.2740,PIQVMFFSPOCAJY,Beta-Methoxy-Albicidin,OC1=CC=C(/C=C(C)/C(NC2=CC=C(C(NC(C(OC)C#N)C(NC3=CC=C(C(NC4=CC=C(C(NC5=CC=C(C(O)=O)C(O)=C5OC)=O)C(O)=C4OC)=O)C=C3)=O)=O)C=C2)=O)C=C1,1343.9930,755,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Benzanilides,,,
371,0.7484,123.9262,792.3572,668.4310,KYJMIMWHTSJVQB,Nodulisporic Acid C,CC(=CCC1=C2C(=CC3=C1[C@H]([C@H]4C3=CC(OC4(C)C)(C)C)O)C5=C(N2)[C@]6([C@H](C5)CC[C@@H]7[C@@]6(CC[C@@H]([C@@]7(C)/C=C/C=C(\C)/C(=O)O)O)C)C)C,1343.6080,756,,,,,,Indole-Diterpenoid alkaloids (Penitrems),Tryptophan alkaloids,Alkaloids; Terpenoids
372,0.8966,0.0021,679.3069,679.3090,WWNWMZIUAQDDRB,"5,7-diacetoxy-3-benzoyloxy-14,15-dihydroxy-8-(2-methylbutyryloxy)-9-oxojatropha-6(17),11E-diene",C=C([C@@H]1OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(CC)C)=O)C(C(C)(C)/C=C/[C@@H](C)[C@@H](O)[C@]2(O)[C@]1([H])[C@@H](OC(C3=CC=CC=C3)=O)[C@@H](C)C2)=O,1345.8590,757,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
373,0.8589,1.8869,677.4429,675.5560,VHUYYHBEGZVPAS,cholic acid-C18:0,CC12C(CCC2C(CCC(O)=O)C)C3C(O)CC4CC(OC(CCCCCCCCCCCCCCCCC)=O)CCC4(C)C3CC1O,1349.5230,759,,,,,,Cholestane steroids,Steroids,Terpenoids
374,0.6649,70.0417,519.2693,589.3110,WHPZSYIEWQPEHY,"putative ""12b-O-[deca-2Z,4E,6E-trienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol"" or putative isomer",[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\C=C\CCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1358.6280,760,,,,,,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
375,0.4663,220.0572,703.3328,923.3900,DINQLGRRIYZCPG,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-13-(acetyloxy)-15,17-dihydroxy-11-methoxy-26-[(4-methoxyphenyl)amino]-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(NC5=CC=C(OC)C=C5)=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(OC(=O)C(C)(C)C)=C3C)C)C,1367.8990,761,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
376,0.6649,1084.2973,443.3876,1527.6849,ODCQAZGUPKQTMK,"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8a-[(2S,3R,4R,5S,6R)-5-[3,4-dihydroxy-6-methyl-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-3-hydroxy-6-methyl-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxycarbonyl-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",CC1OC(O[C@@H]2[C@@H](O)[C@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CCC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@](C)(C=O)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)O[C@H](C)[C@@H]2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1368.4430,763,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Triterpene saponins,Oleanane triterpenoids,Triterpenoids,Terpenoids
377,0.4648,140.0751,633.4151,493.3400,WIDIORLKUZCAMX,"(10R,13S)-17-((Z)-5,5-diphenylpenta-2,4-dien-2-yl)-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-ol",OC1CC2=CCC3C(CCC4(C)C(C(=CC=C(C=5C=CC=CC5)C=6C=CC=CC6)C)CCC34)C2(C)CC1,1377.2210,764,,,,,,Pregnane steroids,Steroids,Terpenoids
378,0.7592,13.2119,611.4339,598.2220,BNZPDENCVXRJMM,,Clc1cccc(c1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCCN7CCOCC7,1377.2290,765,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
379,0.8226,37.9992,785.3158,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1378.1890,767,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
380,0.5406,162.2419,870.3619,708.1200,DFGNIUHTCAOHQS,"4-chloro-3-(5-(7-chloro-6'-hydroxy-4,6-dimethoxy-1',3',8'-trimethyl-2',3,4'-trioxo-2',3',4',5',8',9'-hexahydro-1'H,3H-spiro[benzofuran-2,7'-pyrimido[4,5-b]quinolin]-5'-yl)furan-2-yl)benzoic acid",O=C(O)C=1C=CC(Cl)=C(C1)C=2OC(=CC2)C3C=4C(=O)N(C(=O)N(C4N=C5C3=C(O)C6(OC=7C(Cl)=C(OC)C=C(OC)C7C6=O)C(C)C5)C)C,1381.5830,768,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines,,Pyridopyrimidines,,Polycyclic aromatic polyketides,Polyketides
381,0.6268,209.2921,848.3821,639.0900,PXGWEUQZDRUMRE,2''-O-Galloylhyperin,O=C(OC1C(O)C(O)C(OC1OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=C(O)C4)CO)C5=CC(O)=C(O)C(O)=C5,1383.0150,769,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid-3-O-glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
382,0.6649,72.0596,519.2694,591.3290,MXLZHQOOQIUQGO,"12-O-[deca-2Z,4E-dienoyl]-13-isobutyroyloxy-4-deoxyphorbol",[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCCCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1385.1140,770,,,,,,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
383,0.8226,45.0463,868.3563,823.3100,MYTOZWCQVXHVIO,"2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1393.5130,771,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
384,0.8971,0.0028,563.2962,563.2990,SVAPNKGLWRWWCI,"""12b-O-[octa-2Z,4E-dienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol """,[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1404.6690,774,,,,,,Tigliane diterpenoids,Diterpenoids,Terpenoids
385,0.7736,0.0016,541.3144,541.3160,LUKZNWIVRBCLON,Ciclesonide,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1402.6410,775,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Pregnane steroids,Steroids,Terpenoids
386,0.7513,0.0007,383.2207,383.2200,TUKYTUMQZQFKNX,"6-acetyloxy-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,8,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid",CC(=O)OC1CC2C(=CCC3C2(CCCC3(C)C(=O)O)C)CC1(C)C=C,1403.8070,776,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,Pimarane and Isopimarane diterpenoids,Diterpenoids,Terpenoids
387,0.6649,1.9357,589.3913,591.3270,MXLZHQOOQIUQGO,"""12b-O-[deca-2Z,4E-dienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol """,[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\CCCCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1405.7520,778,,,,,,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
388,0.5251,73.9572,567.4098,641.3670,OZXFOGKLROCDLU,Austrobuxusin J,O=C1[C@H]2[C@H](C(C)=C)[C@@H](O1)[C@@H](O)[C@]3(C)[C@@]2(O)[C@@H](O4)[C@@H]4[C@@]35OC([C@]([C@H](C)OC(CCCCCCCCCCCCCCC)=O)([H])C5)=O,1405.8150,779,,,,,,,,Terpenoids
389,0.8217,55.9879,759.3539,703.3660,NZNHJGNBLPBNLU,"beta-D-Glucopyranose, 1-O-[(2alpha,3beta,5xi,9xi,18xi)-2,3,19,24-tetrahydroxy-24,28-dioxoolean-12-en-28-yl]-",CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(C5CC[C@@]34C)C(O)=O)C2C1O)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O,1408.9930,782,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Triterpenoids,Oleanane triterpenoids,Triterpenoids,Terpenoids
390,0.6611,43.0217,760.3577,717.3360,MRHAPHFJBAUDTR,Cyclo(glycyltryptophylprolylglycylvalylglycyltyrosyl),CC(C)C1NC(=O)CNC(=O)C2CCCN2C(=O)C(CC3=C[NH]C4=CC=CC=C34)NC(=O)CNC(=O)C(CC5=CC=C(O)C=C5)NC(=O)CNC1=O,1408.9190,783,,,,,,Cyclic peptides,Oligopeptides,Amino acids and Peptides
391,0.4369,186.0355,415.3195,601.3550,NHKCCADZVLTPPO,"1,12,23-trihydroxy-1,6,12,17,23,28-hexazacyclotritriacontane-2,5,13,16,24,27-hexone [IIN-based: Match]",ON1CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,1423.2180,789,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Cyclic peptides,Oligopeptides,Amino acids and Peptides
392,0.6611,10.9747,868.3547,857.3800,ZUADJZOWTIKNGE,"(7S,9E,11S,12R,13S,14S,15S,16R,17S,18S,19E,21Z)-13-(acetyloxy)-15,17-dihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23,27,29-tetraoxo-26-(pyrrolidin-1-yl)-8,30-dioxa-24-azatetracyclo[23.3.1.1^{4,7}.0^{5,28}]triaconta-1,3,5(28),9,19,21,25-heptae...",O=C(OC1C(C)C(OC)C=COC2(OC3=C(C2=O)C=4C(=O)C(=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C1C)C)C(=O)C4C(OC(=O)C(C)C)=C3C)N5CCCC5)C)C,1429.3680,790,Organic compounds,Phenylpropanoids and polyketides,Macrolactams,,Macrolactams,Ansa macrolides,Macrolides,Polyketides
393,0.5337,120.1724,523.3844,403.2120,LRJOMUJRLNCICJ,PrednisoloneAcetate,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,1435.5570,791,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Pregnane steroids,Steroids,Terpenoids
394,0.6649,237.0139,890.3360,653.3221,FUZMQNZACIFDBL,Isohernandezine,COC1=C2OC3=CC=C(C[C@H]4N(C)CCC5=CC(OC)=C(OC6=C(OC)C(OC)=C(OC)C7=C6[C@H](CC(C=C1)=C2)N(C)CC7)C=C45)C=C3,1429.7250,792,Organic compounds,Phenylpropanoids and polyketides,Tannins,,Tannins,Isoquinoline alkaloids; Tetrahydroisoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
395,0.4416,24.1636,545.3636,521.2000,QLJNETOQFQXTLI,Pinoresinol 4-O-glucoside,OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C(OC)=C4,1436.3670,793,Organic compounds,"Lignans, neolignans and related compounds",Lignan glycosides,,Lignan glycosides,Furofuranoid lignans,Lignans,Shikimates and Phenylpropanoids
396,0.5391,51.9607,829.3623,881.3230,RUYOLBUZCDHXSS,Microsclerodermin L,COC1C(O)=N[C@@]2(O)CC(=O)N(C)CC(O)=N[C@H](Cc3c[nH]c4cc(Cl)ccc34)C(O)=NCC(O)=NC[C@H](O)CC(O)=N[C@H]([C@H](O)[C@@H](O)C/C=C/c3ccccc3)[C@H](O)C(O)=N[C@H]12,1439.4260,795,,,,,,,,
397,0.8226,18.0138,741.3128,723.2990,DMMVPIYJYFCXOA,euphodendroidin A,C[C@]1(C[C@](C([C@H](/C=C/C(C)([C@@H]([C@@H]([C@H](C([C@@H]2OC(C3=CC=CC=C3)=O)=C)OC(C(C)C)=O)O)OC(C)=O)C)C)=O)([C@@]2([C@H]1OC(C)=O)[H])O)OC(C)=O,1442.2820,796,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
398,0.8226,58.0057,851.3427,793.3370,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1444.6420,797,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
399,0.5251,329.2344,650.3671,321.1327,ADFIQZBYNGPCGY,3-Acetyldeoxynivalenol,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO,1464.4110,802,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Trichothecenes,Trichothecane sesquiterpenoids,Sesquiterpenoids,Terpenoids
400,0.3623,309.9412,501.3398,811.2810,PCHWYSGBVKSPAM,"(1aS,1bS,2S,5aR,6S,6aS)-6-({2-O-Acetyl-6-deoxy-3,4-bis-O-[(2E)-3-phenyl-2-propenoyl]-alpha-L-mannopyranosyl}oxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-2-yl beta-D-glucopyranoside",C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(C)=O)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H]1OC(=O)\C=C\C7=CC=CC=C7,1467.8650,803,,,,,,Iridoids monoterpenoids,Monoterpenoids,Terpenoids
401,0.7484,311.2718,280.2632,591.5350,NZOMLALCQURASN,12-hydroxy stearic acid-C20:2,O=C(OC(CCCCCC)CCCCCCCCCCC(O)=O)CCCCCCCCCC=CCC=CCCCCC,1467.2480,806,,,,,,Fatty acid estolides; Wax monoesters,Fatty esters,Fatty acids
402,0.8971,0.0010,793.3380,793.3370,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1485.4260,808,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
403,0.8226,62.0121,885.3271,823.3150,MYTOZWCQVXHVIO,"""2,5,8,9-tetracetoxy-15-hydroxy-3-benzoyloxyacetoxy-7-isobutyroyloxy-14-oxojatropha-6(17),11E-diene""",C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C)=O)=C)=O)[C@]2([H])[C@H]1OC(COC(C3=CC=CC=C3)=O)=O,1493.3460,811,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
404,0.3665,82.0984,457.3126,375.2142,XEYBRNLFEZDVAW,Prostaglandin E2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(=O)O,1500.0790,812,,,,,,Isoprostanes; Prostaglandins,Eicosanoids,Fatty acids
405,0.6611,6.9323,914.3923,907.4600,OLAMGHNQGZIWHZ,Deltonin,OCC1OC(OC2C(O)C(OC3OC(C)C(O)C(O)C3O)C(OC4CC5=CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4)OC2CO)C(O)C(O)C1O,1508.2870,814,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins,Spirostane steroids,Steroids,Terpenoids
406,0.6649,24.0202,401.2325,377.2123,FAOZLTXFLGPHNG,Fluorometholone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,1516.4410,816,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,"Gluco/mineralocorticoids, progestogins and derivatives",Pregnane steroids,Steroids,Terpenoids
407,0.9482,0.0003,589.3107,589.3110,WHPZSYIEWQPEHY,"putative ""12b-O-[deca-2Z,4E,6E-trienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol"" or putative isomer",[H][C@]12[C@]3([H])C=C(CO)C[C@]4([H])C(C(C)=C[C@@]4([H])[C@@]3(O)[C@H](C)[C@@H](OC(/C=C\C=C\C=C\CCC)=O)[C@@]1(OC(C(C)C)=O)C2(C)C)=O,1519.9780,819,,,,,,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
408,0.8426,29.9775,735.3325,765.3100,ZRMFMDZIHZKFHY,euphodendroidin L,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C)=O,1528.0800,820,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Jatrophane and cyclojatrophane diterpenoids,Jatrophane diterpenoids,Diterpenoids,Terpenoids
409,0.6122,41.3379,771.3601,812.6980,POQRWMRXUOPCLD,GalCer(d18:1/24:0),CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1C([C@H]([C@H](C(O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O,1530.9280,821,Organic compounds,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Glycosyl-N-acylsphingosines,Neutral glycosphingolipids,Sphingolipids,Fatty acids
410,0.8226,0.9953,794.3413,793.3460,IUQRTVVZUXBHMO,euphodendroidin M,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C(C)C)=O)C([C@@H]2OC(C(C)C)=O)=C)=O)[C@]2([H])[C@H]1OC(C3=CC=CC=C3)=O,1531.3250,822,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
411,0.8971,0.0026,793.3384,793.3410,USUPWKOUEKWYER,euphodendroidin K,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C(C)C)=O)=C)=O)[C@]3([H])[C@H]1OC(C(C)C)=O,1532.0650,824,,,,,,Jatrophane diterpenoids,Diterpenoids,Terpenoids
412,0.6611,181.8788,413.2863,595.1651,KNCNSYQYJUBLPW,"5-[6-[[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4-(3,4-dihydroxyphenyl)-7-methoxychromen-2-one",COC1=CC2=C(C(=CC(=O)O2)C3=CC(=C(C=C3)O)O)C(=C1)OC4C(C(C(C(O4)COC5C(C(CO5)(CO)O)O)O)O)O,1535.9230,826,Organic compounds,Phenylpropanoids and polyketides,Coumarins and derivatives,Coumarin glycosides,Coumarin glycosides,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
