query_spectrum_nr,ms2query_model_prediction,precursor_mz_difference,precursor_mz_query_spectrum,precursor_mz_analog,inchikey,analog_compound_name,smiles,retention_time,feature_id,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results
999,0.4649,33.0212,272.1027,239.0815,FBMQNRKSAWNXBT,"1,4-Diaminoanthraquinone",NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,224.8510,270,Organic compounds,Benzenoids,Anthracenes,Anthraquinones,Anthraquinones,Anthraquinones and anthrones,Polycyclic aromatic polyketides,Polyketides
1000,0.8626,0.0025,299.1001,299.1026,SGRYPYWGNKJSDL,amlexanox,CC(C)c1cc2c(cc1)oc1nc(N)c(C(=O)O)cc1c2=O,170.0740,158,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,"Chromeno[2,3-b]pyridine-5-ones",Chromones,Chromanes,Polyketides
1001,0.8021,0.0030,356.1370,356.1400,FCEVNJIUIMLVML,Seneciphylline,O=C1OC2CCN3CC=C(COC(=O)C(O)(C(=C)CC1=CC)C)C32,434.6120,1006,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
1002,0.8534,0.0049,630.3249,630.3200,PHDZNMWTZQPAEW,Indaconitine,O=C(OC1C2C3CC1(O)C(OC)CC2(OC(=O)C)C4C(OC)C5C6(COC)CN(CC)C4C35C(OC)CC6O)C=7C=CC=CC7,451.8870,1029,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
1003,0.6611,61.9822,315.0762,253.0940,VGONTNSXDCQUGY,"Inosine, 2'-deoxy-",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=CNC3=O)CO)O,59.0240,79,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,Purine 2'-deoxyribonucleosides,Purine nucleos(t)ides,Nucleosides,Carbohydrates
1004,0.6649,160.1111,411.1449,571.2560,WWINRDXLWQQKMF,"(2S)-2-[[(2S)-2-[[(2R)-2-(2,4-dioxo-1H-quinazolin-3-yl)-3-phenylpropanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoic acid""",CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,344.9280,804,,,,,,Tripeptides,Small peptides,Amino acids and Peptides
1006,0.5869,0.0001,190.0861,190.0860,GOLXRNDWAUTYKT,IpA,c1ccc2c(c1)c(c[nH]2)CCC(=O)O,204.6590,221,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,Simple indole alkaloids,Tryptophan alkaloids,Alkaloids
1007,0.8217,48.4989,676.8209,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:205060,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,561.2550,1183,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
1008,0.7498,0.0008,349.1278,349.1270,IQTCHXYOZMFANY,"""6-amino-4-(4-hydroxy-3-methoxyphenyl)-3-(methylethyl)-4H-pyrano[2,3-c]pyrazole -5-carbonitrile CollisionEnergy:102040""",COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(C(C)C)c32)ccc1O,368.0230,892,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,,,
1009,0.7513,0.0007,307.1193,307.1200,MLRIJUWUQTVDQE,2-Phenylethyl b-D-glucopyranoside,OCC1OC(OCCC=2C=CC=CC2)C(O)C(O)C1O,307.9540,653,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,O-glycosyl compounds,Phenylethanoids,Phenylethanoids (C6-C2),Shikimates and Phenylpropanoids
1011,0.8020,0.0021,333.1231,333.1210,NJZQPGSNWQZNIH,(2E)-N-[4-(acetylamino)phenyl]-3-(4-methoxyphenyl)prop-2-enamide CollisionEnergy:102040,COc1ccc(C=CC(=O)Nc2ccc(N=C(C)O)cc2)cc1,415.1680,984,,,,,,Cinnamic acid amides,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
1012,0.4677,2.0155,219.0765,221.0920,LDCYZAJDBXYCGN,L-5-hydroxy-Tryptophan,c1cc2c(cc1O)c(c[nH]2)C[C@@H](C(=O)O)N,291.4790,567,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,Serotonins,Aminoacids,Small peptides,Amino acids and Peptides
1013,0.4489,68.0799,330.1061,398.1860,JPSRTIPVKBXNMI,"""3-(4-methoxyphenyl)-11-(4-pyridyl)-2,3,4-trihydro-5H,10H,11H-benzo[b]benzo[2,1 -f]1,4-diazepin-1-one CollisionEnergy:102040""",COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccncc2)cc1,207.8160,224,Organic compounds,Organoheterocyclic compounds,Benzodiazepines,,Benzodiazepines,,,Alkaloids
1014,0.5251,259.0694,274.1526,533.2220,VFAWLHPUAWSITG,,CSCC[C@H](NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C4N1C(=O)c5ccccc45)C(=O)NCC6CCCO6,280.1690,529,,,,,,,,Alkaloids
1015,0.4677,101.0362,267.1342,368.1704,NKRQJWQYBNTAEV,Jacobine N-oxide,C[C@@H]1C[C@]2([C@@H](O2)C)C(=O)O[C@@H]3CC[N+]4([C@@H]3C(=CC4)COC(=O)[C@]1(C)O)[O-],248.9880,382,Organic compounds,Alkaloids and derivatives,,,Alkaloids and derivatives,Pyrrolizidine alkaloids,Ornithine alkaloids,Alkaloids
1016,0.6611,33.0437,415.1767,382.1330,OGNQOWNBNTWYJN,"""8-{[2-(2,5-dimethylphenyl)-5-methyl(1,3-oxazol-4-yl)]methylthio}-9-methylhydro purin-6-one CollisionEnergy:205060""",Cc1ccc(C)c(-c2nc(CSc3nc4c(O)ncnc4n3C)c(C)o2)c1,351.3470,820,,,,,,Purine alkaloids,Pseudoalkaloids,Alkaloids
1017,0.4583,36.0219,393.1552,357.1333,XOAZAYJEESSFIY,299951-55-6,CCCc1cc2c(cc1OC)occ(-c1ccc(C(=O)OCC)o1)c2=O,304.5760,641,,,,,,Chromones,Chromanes,Polyketides; Shikimates and Phenylpropanoids
1018,0.7788,0.0003,130.0497,130.0500,ODHCTXKNWHHXJC,OXOPROLINE,OC(=O)C1CCC(=O)N1,32.1600,48,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids and derivatives,Aminoacids,Small peptides,Amino acids and Peptides
1019,0.6649,216.0790,249.0866,465.1656,UKCPAGVGBCCKEI,"5-hydroxy-N-{[(3,4,7-trimethyl-2-oxo-2H-chromen-5-yl)oxy]acetyl}tryptophan",Cc1cc(OCC(=O)NC(Cc2c[nH]c3c2cc(O)cc3)C(=O)O)c2c(C)c(C)c(=O)oc2c1,151.7660,122,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives,N-acylserotonins,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
1020,0.7513,0.0004,309.1342,309.1346,KXLWPFYBKZYMDQ,923107-23-7,Cc1cc2c(cc1C)n(CCc1noc(-c3ccco3)n1)cn2,262.6760,446,,,,,,,,Alkaloids
1021,0.7028,0.0025,306.1296,306.1271,GFGYMDAFJMPNCC,Metazachlor BH 479-11,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CS(C)=O,157.0670,127,Organic compounds,Benzenoids,Benzene and substituted derivatives,Anilides,Anilides,,Peptide alkaloids,Alkaloids
1022,0.4369,52.8780,437.9730,385.0950,UDJJWASZPCQJBV,(2S)-N-(3-chloro-4-methylphenyl)-5-oxo-1-(3-oxo-1H-2-benzofuran-1-yl)pyrrolidine-2-carboxamide,Cc1ccc(NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34)cc1Cl,47.8430,73,,,,,,,,
1023,0.4369,190.0632,257.0919,447.1551,FNFQCEGHMNKYIA,Oprea1_322231,O=C(COc1cc2c(cc1)c1c(CCC1)c(=O)o2)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,170.8430,159,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
1024,0.5907,0.0047,312.0953,312.1000,CABMTIJINOIHOD,Imazaquin,OC(=O)c(c2)c(nc(c3)c(ccc3)2)C(N1)=NC(C)(C(C)C)C(=O)1,234.2870,301,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,,Tryptophan alkaloids,Alkaloids
1025,0.6611,8.9892,316.2019,325.1911,RBALEJFQJCAPLN,Gardnerine,COC1=CC2=C(C=C1)C1=C(N2)[C@@H]2CC3C(CO)C(C1)N2C\C3=C\C,318.1450,685,Organic compounds,Alkaloids and derivatives,Macroline alkaloids,,Macroline alkaloids,Corynanthe type,Tryptophan alkaloids,Alkaloids
1026,0.6399,155.1677,184.1693,339.3370,VFXKDIAYAPMRHC,putrescine-C17:1,O=C(NCCCCN)CCCCCCCCC=CCCCCCC,291.8480,568,,,,,,N-acyl amines,Fatty amides,Fatty acids
1027,0.4649,91.0062,284.0758,375.0820,QVNCBRMSRLGETO,"""methyl 2-amino-6-(hydroxymethyl)-4-(2-nitrophenyl)-8-oxo-4H-pyrano[3,2-b]pyran -3-carboxylate CollisionEnergy:102040""",COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1[N+](=O)[O-],147.7800,119,,,,,,,,
1028,0.6649,299.3221,313.2349,612.5570,YEJYLHKQOBOSCP,DG(16:0/18:1/0:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,582.3410,1201,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,"1,2-diacylglycerols",Diacylglycerols,Glycerolipids,Fatty acids
1029,0.7174,67.9198,599.3902,667.3100,DAAUVFZUXIGOCK,Pyoverdin E,CC(C1C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN(C=O)O)NC(=O)C(CCCN(C=O)O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNC3=C(C=C4C=C(C(=O)C=C4N23)O)NC(=O)CCC(=O)N)C(C)O)O,221.0560,262,,,,,,Cyclic peptides,Oligopeptides,Amino acids and Peptides
1030,0.7763,0.0040,219.0764,219.0804,BIJNHUAPTJVVNQ,1-hydroxypyrene,Oc4ccc2ccc1cccc3c1c2c4cc3,265.7590,462,,,,,,Phenanthrenes,Phenanthrenoids,Shikimates and Phenylpropanoids
1031,0.4369,64.0672,349.0908,413.1580,ICJJPTZLMALYBH,Dihydro-lactucopicrin,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)CO)C)OC(=O)CC4=CC=C(C=C4)O,320.2600,701,,,,,,Guaiane sesquiterpenoids,Sesquiterpenoids,Terpenoids
1032,0.2846,127.8703,231.1702,359.0405,XAIPTRIXGHTTNT,Triflumuron,O=C(c1ccccc1Cl)NC(=O)Nc2ccc(OC(F)(F)F)cc2,182.9480,182,Organic compounds,Benzenoids,Benzene and substituted derivatives,N-phenylureas,N-benzoyl-N'-phenylureas,,,Alkaloids
1033,0.4369,52.0108,401.2182,453.2290,ZLSJYJQIKNDMBX,"(3S)-N-[(2S)-3-(1H-indol-3-yl)-1-(3-methylanilino)-1-oxopropan-2-yl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide""",Cc1cccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4Cc5ccccc5CN4)c1,307.3890,650,,,,,,,,Alkaloids; Amino acids and Peptides
1034,0.7513,0.0006,286.1076,286.1070,JOSFHLUTLFZGFZ,methyl 2-[(3-methoxyphenyl)carbonylamino]benzoate CollisionEnergy:205060,COC(=O)c1ccccc1N=C(O)c1cccc(OC)c1,346.0750,799,,,,,,Simple phenolic acids,Phenolic acids (C6-C1),Shikimates and Phenylpropanoids
1035,0.6611,159.8729,357.2611,517.1340,YDDUMTOHNYZQPO,1_5_dihydrocaffeoylquinic_acid,C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,583.1180,1202,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Quinic acids and derivatives,Cinnamic acids and derivatives,Phenylpropanoids (C6-C3),Shikimates and Phenylpropanoids
1036,0.4623,14.0052,262.1185,276.1237,NETGEQWGGLFVRL,Dubinidine,COc1c2c(nc3ccccc13)OC(C(C)(O)CO)C2,237.2660,324,,,,,,Quinoline alkaloids,Tryptophan alkaloids; Anthranilic acid alkaloids,Alkaloids
1037,0.4369,167.0506,288.0983,455.1489,CUIZSIJMLPQKRE,Marchantin G 3,C1CC2=C(C(=CC=C2)O)OC3=CC=CC(=C3)CC(=O)C4=CC(=C(C(=C4)O)O)OC5=CC=C1C=C5,239.6780,335,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",,,Shikimates and Phenylpropanoids
1038,0.6611,333.0576,262.0824,595.1400,DVGGLGXQSFURLP,Tiliroside,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,148.8950,120,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid 3-O-p-coumaroyl glycosides,Flavonols,Flavonoids,Shikimates and Phenylpropanoids
1039,0.3641,36.0363,277.1797,313.2160,WZDGZWOAQTVYBX,TIBOLONE,C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,452.1320,1031,,,,,,,,
1040,0.6611,21.9499,386.2051,408.1550,CACUREABGGTWQA,"""N-(2H-benzo[3,4-d]1,3-dioxolen-5-yl)-2-[2-oxo-4-(N-propylcarbamoyl)hydroquinol yl]acetamide CollisionEnergy:205060""",CCCN=C(O)c1cc(=O)n(CC(O)=Nc2ccc3c(c2)OCO3)c2ccccc12,565.0950,1185,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxamides,Quinoline carboxamides,,,Alkaloids
1041,0.4369,35.1042,421.3402,386.2360,MWTKTHSMKWCXQZ,Tau-C18:3,O=C(NCCS(=O)(O)=O)CCCCC=CCC=CCC=CCCCCC,574.4660,1192,,,,,,N-acyl amines,Fatty amides,Fatty acids
1042,0.8689,0.0009,327.0949,327.0940,NBEYHLRJNTUBRR,N-[3-(difluoromethoxy)phenyl]-6-methoxyquinoline-4-carboxamide,COc1cc2c(C(=O)Nc3cc(OC(F)F)ccc3)ccnc2cc1,224.1800,273,,,,,,Quinoline alkaloids,Anthranilic acid alkaloids,Alkaloids
1043,0.7613,0.0029,413.1229,413.1200,HSTZMXCBWJGKHG,Polydatin,OC1=CC=C(C=C1)C=CC=2C=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C2,301.4210,613,Organic compounds,Phenylpropanoids and polyketides,Stilbenes,Stilbene glycosides,Stilbene glycosides,Monomeric stilbenes,Stilbenoids,Shikimates and Phenylpropanoids
1044,0.6268,212.1324,371.1227,583.2551,VIKRIYAAOWJXCT,Okaramine D,CO[C@@H]1[C@]2(O)C(=O)N3/C=C\C(C)(C)c4c(/C=C\3C(=O)N2[C@]23[C@H](CO)C(C)(C)N2c2ccccc2[C@]13O)c1ccccc1[nH]4,313.6620,675,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,Pyrroloindoles,"Indole diketopiperazine alkaloids (L-Trp, L-Trp)",Peptide alkaloids,Alkaloids; Amino acids and Peptides
1045,0.4369,170.1269,361.1531,531.2800,FPNAKNFLJIQADW,chaetoglobosin E,[H][C@]1([C@H](CC2=CNC3=CC=CC=C32)NC4=O)[C@]4(C(CC[C@H](O)C5=O)=O)[C@](/C=C/C[C@H](C)/C=C5\C)([H])C(O)C(C)=C1C,490.8500,1082,,,,,,Cytochalasan alkaloids,Pseudoalkaloids,Alkaloids
1046,0.6649,23.0413,300.1347,323.1760,VXRAIAAMNNTQES,Pericyclivine,C/C=C1CN([C@@]([H])(CC2=C3NC4=CC=CC=C24)[C@H]5C(OC)=O)[C@@]3([H])C[C@@]/15[H],256.9640,418,,,,,,Corynanthe type,Tryptophan alkaloids,Alkaloids
1047,0.4694,0.0051,628.3449,628.3500,YRECILNLFWZVRM,Bulleyaconitine A,O=C(OC12CC(OC)C3(O)CC(C1C3C(=O)C4=CC=C(OC)C=C4)C56C(OC)CCC7(COC)CN(CC)C6C2C(OC)C75)C,321.0210,706,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Aconitane-type diterpenoid alkaloids,Terpenoid alkaloids,Pseudoalkaloids,Alkaloids; Terpenoids
1048,0.4677,33.9051,713.4449,747.3500,NDDIECMNVNWXSH,"N-((7S)-10-((1-(4-((4-hydroxyquinazolin-2-yl)methyl)piperazin-1-yl)-3-methyl-1-oxopentan-2-yl)amino)-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide",O=C1C=C2C(=CC=C1NC(C(=O)N3CCN(CC4=NC(O)=C5C=CC=CC5=N4)CC3)C(C)CC)C6=C(OC)C(OC)=C(OC)C=C6CCC2NC(=O)C,701.6100,1273,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Isoleucine and derivatives,,,Alkaloids
1049,0.6085,262.2230,637.3930,375.1700,RLUORQGMBKDXPO,vincarine,O=C(OC)C12C(O)C34C=5C=CC=CC5NC4C6N(CC(=CC)C1C6)C2C3,728.3630,1305,Organic compounds,Alkaloids and derivatives,Corynanthean-type alkaloids,,Corynanthean-type alkaloids,Corynanthe type,Tryptophan alkaloids,Alkaloids
1050,0.4369,135.0140,291.1450,426.1590,DZQHJSGGXCUACQ,"""2,9-dimethyl-8-({5-methyl-2-[4-(methylethoxy)phenyl](1,3-oxazol-4-yl)}methylth io)hydropurin-6-one CollisionEnergy:102040""",Cc1nc(O)c2nc(SCc3nc(-c4ccc(OC(C)C)cc4)oc3C)n(C)c2n1,224.8560,271,Organic compounds,Organoheterocyclic compounds,Azoles,Oxazoles,"Phenyl-1,3-oxazoles",,,Alkaloids
1051,0.7770,0.0001,203.0814,203.0815,HJQILFPVRNHTIG,TOLIMIDONE,Cc1cc(Oc2c[nH]c(=O)nc2)ccc1,219.3300,256,,,,,,,,Alkaloids
1052,0.4677,25.9795,227.1177,253.0972,VPZIYMMSJFWLSP,2-Hydroxycarbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC(O)=CC=C12,165.6230,152,Organic compounds,Organoheterocyclic compounds,Benzazepines,Dibenzazepines,Dibenzazepines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
1053,0.4433,186.0568,289.1296,475.1864,OQRCXPBLWJEGKS,EiM07-17243,Cc1c2oc(=O)c3c(CCCC3)c2ccc1OCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,202.4790,215,,,,,,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
1054,0.3530,127.3204,512.4154,385.0950,OQHDZWRBURQDDM,(2S)-N-(5-chloro-2-methylphenyl)-5-oxo-1-(3-oxo-1H-2-benzofuran-1-yl)pyrrolidine-2-carboxamide,Cc1ccc(Cl)cc1NC(=O)[C@@H]2CCC(=O)N2C3OC(=O)c4ccccc34,661.6850,1227,,,,,,,,Amino acids and Peptides
1055,0.7174,59.0111,564.2641,623.2752,CLDCTFPNFRITPI,Thalsimidine,COC1=C2OC3=CC=C(CC4=NCCC5=CC(OC)=C(OC6=C(OC)C(OC)=C(O)C7=C6[C@@H](CC(C=C1)=C2)N(C)CC7)C=C45)C=C3,329.0620,744,Organic compounds,"Lignans, neolignans and related compounds",,,"Lignans, neolignans and related compounds",Isoquinoline alkaloids,Tyrosine alkaloids,Alkaloids
1056,0.4677,43.0310,296.1393,339.1703,OUONWRIEOZGMSQ,Hydroxygardnutine,COC1=CC2=C(C=C1)C1=C(N2)[C@@H]2C[C@@H]3[C@@H]4CO[C@H]1[C@@H]4N2C\C3=C\CO,352.2710,830,Organic compounds,Alkaloids and derivatives,Macroline alkaloids,,Macroline alkaloids,Corynanthe type,Tryptophan alkaloids,Alkaloids
1057,0.7287,52.0562,469.1988,521.2550,DSSCFCVACIIGBB,,COc1ccc(OC)c(c1)c2[nH]c(cc3c4ccccc4nc23)C(=O)NC5CCN(Cc6ccccc6)CC5,258.5400,419,,,,,,Carboline alkaloids,Tryptophan alkaloids,Alkaloids
1058,0.3530,321.1939,208.0753,529.2692,OUMWCYMRLMEZJH,Chaetoglobosin A,C[C@H]\1C/C=C/[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)/C=C/C(=O)[C@@H](/C(=C1)/C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,335.4000,773,Organic compounds,Alkaloids and derivatives,Cytochalasans,Chaetoglobosins,Chaetoglobosins,Cytochalasan alkaloids,Pseudoalkaloids,Alkaloids
1059,0.4443,171.0131,234.1348,405.1479,HUUSXLKCTQDPGL,MCC950,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3CCCc3cc3c2CCC3)c1,182.3660,180,,,,,,,Diterpenoids,Terpenoids
1060,0.9132,0.0003,147.0915,147.0918,LJUQGASMPRMWIW,"5,6-Dimethylbenzimidazole",N1=CNC=2C=C(C(=CC12)C)C,243.3100,351,Organic compounds,Organoheterocyclic compounds,Benzimidazoles,,Benzimidazoles,,,Alkaloids
1061,0.4419,165.1876,612.3138,447.1262,QZUDEXAHKXCIDG,"2-[(2r)-9-hydroxy-7-oxo-2,3-dihydro-7h-furo[3,2-g]chromen-2-yl]propan-2-yl |A-d-glucopyranoside",CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1Cc2cc3ccc(=O)oc3c(O)c2O1,321.3930,708,,,,,,Furocoumarins,Coumarins,Shikimates and Phenylpropanoids
1062,0.3530,236.2209,358.0860,594.3069,KMDKLWZQLMBIBS,Ergocristam,CC(C)[C@@H](C(=O)N1[C@H](C(=O)N2CCC[C@@H]2C1=O)CC3=CC=CC=C3)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C,245.8010,364,,,,,,Ergot alkaloids,Tryptophan alkaloids,Alkaloids
1063,0.7577,0.0005,432.2385,432.2380,WZYGIALDVOKLLL,"7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C,489.7390,1080,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Tigliane and ingenane diterpenoids,Tetracyclic diterpenoids; Tigliane diterpenoids,Diterpenoids,Terpenoids
1064,0.9150,0.0002,197.1172,197.1170,XEVQXKKKAVVSMW,Loliolide,CC1(CC(CC2(C1=CC(=O)O2)C)O)C,278.5570,513,,,,,,Apocarotenoids (β-),Apocarotenoids,Terpenoids
1065,0.7513,0.0004,375.0948,375.0944,YARPGMCVOVAWLP,Row235177,CCCc1cc(=O)nc(SCC(=O)Nc2c(C#N)c3c(CCC3)s2)[nH]1,463.3270,1047,,,,,,,,
1066,0.8010,0.0039,332.1831,332.1870,GDQXJQSQYMMKRA,221244-14-0,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,316.0940,682,,,,,,,,Alkaloids
1067,0.4649,81.9828,322.0482,404.0310,GBQRKJRHCOAHIR,"""methyl 2-amino-4-(6-chloro-2-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3 ,2-b]pyran-3-carboxylate CollisionEnergy:102040""",COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1c(F)cccc1Cl,26.8250,33,Organic compounds,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,Pyranones and derivatives,,,Polyketides
1068,0.4369,12.0488,411.1912,423.2400,AAXSISKHQNPNNR,,CC(C)[C@H](NC(=O)N1C[C@H]2C[C@@H](C1)c3cccc(=O)n3C2)C(=O)Nc4ccc(C)cc4,457.4700,1043,,,,,,Pyridine alkaloids; Quinolizidine alkaloids,Lysine alkaloids; Nicotinic acid alkaloids,Alkaloids
1069,0.5251,61.0162,399.3582,338.3420,QYIQCHSBJQFAGQ,amylamine-C17:1,O=C(NCCCCC)CCCCCCCCC=CCCCCCC,574.3180,1193,,,,,,N-acyl amines,Fatty amides,Fatty acids
1070,0.3669,148.9995,310.0925,459.0920,WMBWREPUVVBILR,Epigallocatechin gallate,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,287.8490,555,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechin gallates,Flavan-3-ols,Flavonoids,Shikimates and Phenylpropanoids
1071,0.8187,74.0405,554.2815,628.3220,RJURFGZVJUQBHK,actinomycin D CollisionEnergy:102040,Cc1c2oc3c(C)ccc(C(O)=NC4C(O)=NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(O)=NC2C(O)=NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,272.2730,488,Organic compounds,Organic acids and derivatives,Peptidomimetics,Depsipeptides,Cyclic depsipeptides,Actinomycins,Oligopeptides,Amino acids and Peptides
1072,0.6611,207.1173,217.0582,424.1755,JUWNHTQEZSYOSE,EiM07-16911,CCCc1cc(=O)oc2c1ccc(OCC(=O)N[C@@H](Cc1ccccc1)C(=O)O)c2C,188.4520,191,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,Simple coumarins,Coumarins,Shikimates and Phenylpropanoids
1073,0.5115,77.9800,366.1770,288.1970,HYXQKVOADYPQEA,Ile-Arg,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)N,215.9040,249,,,,,,Dipeptides,Small peptides,Amino acids and Peptides
1074,0.4677,123.0430,365.1857,488.2287,VHQZIMAMLQIPDR,Fiscalin C,CC(C)[C@H]1C2=NC3=CC=CC=C3C(=O)N2[C@@H](C(=O)N1)C[C@@]4([C@@H]5NC(C(=O)N5C6=CC=CC=C64)(C)C)O,517.1120,1119,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,Quinazolines,Quinazoline alkaloids,Anthranilic acid alkaloids,Alkaloids
